"yearsBP","conSE","decSE","wetwSE","wetmSE","pasSE","araSE","heaSE","SPD","clim","conSEs","decSEs","wetwSEs","wetmSEs","pasSEs","araSEs","heaSEs"
2200,5.01287840761792,5.03448701990767,2.14196612551334,0.160111629779374,0.2580364418809,0.025429652619943,0.264719395561803,0.0110029341417266,0.774042412176,4.26779334384821,3.49022786459584,1.09143065041077,0.116208766502074,0.143849390038438,0.025429652619943,0.188280959231951
2100,3.19367124154725,3.30407311345854,1.85897544042859,0.164903264054237,0.0872195878113311,0.0322746600806644,0.227205323393338,0.0107193229749114,-0.169135152895,4.32037539782758,3.73711337805435,1.22458235816753,0.109556191136831,0.172628014846115,0.0322746600806644,0.207241654244982
2000,2.29262307091317,1.91457371177779,0.638230146532148,0.0376429552971788,0.0328485446913801,0.0185786339218667,0.0395300836353543,0.010178485801358,0.71256652319,3.31773596119643,3.10030891796491,1.15432017217144,0.108800060130523,0.0600340662513555,0.0185786339218667,0.184301473055778
1900,2.74336023324784,1.87499550412858,1.00016744586957,0.105740902680029,0.0954586013404142,0.0426195317737867,0.0770176345772485,0.00974396925235503,0.590449020162,3.31063323833154,3.03203233731815,1.16998515184021,0.110234025995927,0.064153573015897,0.0426195317737867,0.180707274139235
1800,3.65464180812629,2.86854620643784,1.02438887128886,0.132701268886355,0.0887780776038582,0.0430127936205707,0.0746801006743233,0.00962969606178288,0.971954031435,2.97107408845864,2.49054713395069,1.15682615052713,0.0974995308332325,0.0921183394721361,0.0430127936205707,0.171727934503104
1700,4.05879698003048,2.6018434085425,1.03528872316086,0.0474713207112285,0.0840721159843213,0.0328720151979163,0.112381416784468,0.00924257419598311,1.09106998203,3.18735552307944,2.31498970772168,1.22030885819162,0.100873456777677,0.0864250967940896,0.0328720151979163,0.176014289767353
1600,4.06322800432954,1.6629261381778,0.869941731666245,0.122422949702337,0.0882085008252366,0.0266461038445656,0.0890302515992193,0.00964597402691263,1.17233803164,3.63000675643354,2.25207781432168,1.17877983077419,0.0988539695673984,0.0861403084047788,0.0266461038445656,0.127537190609232
1500,4.52700010885762,2.40377712140054,1.44861577562404,0.10466005067605,0.104210202402446,0.0239752909061455,0.214900222612851,0.0107311081132514,1.11827674573,4.07591672533598,2.38427321863967,1.25219678251046,0.109456792723349,0.0962093516138411,0.0239752909061455,0.137433053604826
1400,3.94779815392354,3.02218429366386,2.21572943000903,0.270778640496118,0.298451753499983,0.0409577082850471,0.094043303482608,0.0152449085861521,0.543391865483,4.14920581178529,2.42268274044618,1.26141719557242,0.123290169062942,0.201330977951214,0.0409577082850471,0.116098542094926
1300,4.83223924380145,2.75006585134087,1.06153206689181,0.219198858394456,0.387666286273047,0.0877123666707316,0.606067455821377,0.0220050327166364,0.642631621762,4.34256637772804,2.45973835114577,1.16173677388032,0.130077118355469,0.343059019886515,0.0877123666707316,0.163456308648431
1200,4.91078551030591,3.48250646654644,1.02070575212345,0.273620641331954,0.402847901452545,0.0798426708305024,1.54714824812289,0.0175428837216207,0.730764516257,4.55445575422213,2.91463343323793,1.20954622457923,0.159574329109816,0.395257093862796,0.0798426708305024,0.351908579209373
1100,4.67639698441278,3.25612601665094,1.40915516949815,0.327837015912763,0.37198857351091,0.0571220343175227,0.672071547735808,0.0177046735702759,0.443562247949,4.59180497311092,3.12772065705053,1.26066969003281,0.187336343263908,0.387418237481727,0.0571220343175227,0.426290318354193
1000,4.60938929100355,3.63313415233873,1.00518507480383,0.18082605357206,0.258464134534429,0.0507058871314739,0.208111432609391,0.0207923956267894,0.597915894449,4.75720275738092,3.28045812171925,1.25826921547218,0.193351941349621,0.315226354022669,0.0507058871314739,0.442969234846077
900,5.5339886174033,3.05845144245093,1.32911631236159,0.154410290933521,0.35783373777891,0.248895670762932,0.187130666937924,0.023484700641779,0.52034808172,4.93264010078138,3.35755451949676,1.29499766412227,0.206719312627407,0.308148936156669,0.248895670762932,0.452312891115259
800,3.45810903022167,2.26282590180408,1.26707672227194,0.160415299621189,0.271764994212002,0.10366166208492,0.382525607062715,0.0231119944654216,0.473534967978,4.56947098076032,3.05263437831117,1.34463953794798,0.211468356367264,0.314799365995456,0.10366166208492,0.488999810548195
700,3.09069387687616,2.87430674894323,0.864463016379572,0.167931532029379,0.282815653864872,0.20186229270277,0.297360099620587,0.0197673891406911,0.378717948271,4.17304520387617,2.95717956138424,1.27162044304242,0.21937729153643,0.277290324038437,0.20186229270277,0.499307295174163
600,4.55209736940333,2.43707650195032,1.44155914412095,0.163298474334761,0.456643087290205,0.452631915517164,0.417829283470157,0.0249840157793224,0.72217522807,4.15872222347611,2.65816514878714,1.17484915730641,0.20594227076626,0.369729370577538,0.452631915517164,0.539780542672606
500,3.62514342883049,2.30634827378291,1.22586916900267,0.192411197402088,0.436395343754222,0.492883289656238,0.573061423486065,0.0264140939832382,0.928623817633,3.68151092633291,2.47013935662014,1.19539129507027,0.202593813142214,0.446519215522213,0.492883289656238,0.535654788630692
